Size;Instance_Name;#Node;#Truck;Capacity;Optimal_Cost;Cost_NoOpt;Apx_NoOpt;Execution_time_NoOpt;Cost_2Opt;Apx_2Opt;Execution_time_2Opt;Cost_3Opt;Apx_3Opt;Execution_time_3Opt;Cost_3Opt_Timeout;Apx_3Opt_Timeout;Execution_time_3Opt_Timeout
large;X-n819-k171.vrp;819;None;358;158148.89835677537;223737.0868308937;1.4147242829738524;0.016003840000848868;193550.44331377637;1.2238494565870262;0.03165792700019665;192500.26816181355;1.2172090363066794;0.05640376399969682;192500.26816181355;1.2172090363066794;0.05570418800016341
large;X-n837-k142.vrp;837;None;44;193784.91639895606;355167.814017762;1.8327939068619654;0.01636902099926374;263173.8864287721;1.3580720900225332;0.03470410900081333;260881.38381049997;1.346241950397257;0.07804209399910178;260881.38381049997;1.346241950397257;0.07785416300021097
large;X-n856-k95.vrp;856;None;9;89013.59855624012;164699.30007470574;1.8502712253639118;0.017241829000340658;104326.32529236219;1.1720268249400934;0.0459220250013459;104326.32529236219;1.1720268249400934;0.22105254499911098;104326.32529236219;1.1720268249400934;0.21744700700037356
large;X-n876-k59.vrp;876;None;764;99356.19354150473;254719.3592439975;2.5636988512205012;0.018087926999214687;124092.82003637735;1.2489691443799045;0.07368013599989354;122253.4421183497;1.2304561775233462;1.0015959349984769;122253.4421183497;1.2304561775233462;1.007193849000032
large;X-n895-k37.vrp;895;None;1816;53898.675359403234;229979.5673518697;4.266887188197792;0.018965724000736373;65703.29291948867;1.2190149847166138;0.14097251999919536;62714.45823887754;1.1635621436090877;4.2375065780015575;62714.45823887754;1.1635621436090877;4.197531481999704
large;X-n916-k207.vrp;916;None;33;329222.3593754837;526574.445998195;1.5994492202688695;0.01972432099864818;454996.1907177588;1.3820330781325454;0.03931247599939525;454730.26989247685;1.3812253540588026;0.06732496299991908;454730.26989247685;1.3812253540588026;0.06635220199996184
large;X-n936-k151.vrp;936;None;138;132768.74131236685;265545.14886609395;2.0000577413123337;0.02052841699878627;200847.52759354058;1.5127621577808275;0.04861717200037674;196948.55687373504;1.4833955261379743;0.18298144299842534;196948.55687373504;1.4833955261379743;0.18282742499968663
large;X-n957-k87.vrp;957;None;11;85517.72782106075;220344.53366836358;2.576594810019012;0.021275685001455713;112782.91127378585;1.318824928437942;0.06217734100027883;112782.91127378585;1.318824928437942;0.4211913689996436;112782.91127378585;1.318824928437942;0.41891842699988047
large;X-n979-k58.vrp;979;None;998;119032.52000804225;328983.9232274222;2.7638154951705203;0.022128683000119054;147142.28883483188;1.2361520097607817;0.14762160500140453;144774.34882228228;1.2162587905599311;3.382280871999683;144774.34882228228;1.2162587905599311;3.378254147000007
x_large;Antwerp1.vrp;6001;None;30;477628.58867993334;2004487.6835993796;4.1967497991260725;0.7455729209999902;694037.7481885182;1.4530908840835828;1.3016269050000062;None;None;0.7421277180000061;;;
x_large;Antwerp2.vrp;7001;None;100;291740.3669830918;3113166.5332643343;10.671017403103363;1.0194559889999937;398056.9087485534;1.3644217729102375;8.984927042999999;None;None;1.0179319100000157;;;
x_large;Brussels1.vrp;15001;None;50;503025.56714718713;4060229.1823648233;8.071615932747978;4.596421985000006;854959.7339997387;1.699634749876589;8.519483186999992;None;None;4.584064823999995;;;
x_large;Brussels2.vrp;16001;None;150;346871.2613819854;4905546.688271618;14.142269004146407;5.248760832000016;485559.1540522953;1.399825261158152;45.60189740999999;None;None;5.243370184999947;;;
x_large;Ghent1.vrp;10001;None;35;470415.2501502392;2516253.3497219575;5.349004627121096;2.056728888000009;749857.2857190422;1.5940326880974967;3.2955260820000376;None;None;2.046557186999962;;;
x_large;Ghent2.vrp;11001;None;170;258657.06067931346;3141084.1741555776;12.143817632142415;2.497288234999985;325760.679576508;1.2594308414429503;42.12802253900003;None;None;2.4855019130000073;;;
x_large;Leuven1.vrp;3001;None;25;193060.43539123647;753913.9202818803;3.9050669224591545;0.19318426799998178;290750.2985927503;1.5060066450360248;0.3835391480000112;None;None;0.1894882440000174;;;
x_large;Leuven2.vrp;4001;None;150;111654.87655132769;991839.4024367188;8.883081805932326;0.33210236500002566;140922.32391275864;1.2621242194287567;11.60522863899996;None;None;0.3309805740000229;;;
